y, x_ 1, x_ 2, x_ 3, x_ 4, x_ 5, x_ 6, x_ 7, x_ 8, x_ 9, x_10, x_11, x_12, x_13, x_14, x_15, x_16, x_17, x_18, x_19, x_20, x_21, x_22, x_23, x_24, x_25, x_26, x_27, x_28, x_29, x_30, x_31, x_32, x_33, x_34, x_35, x_36, x_37, x_38, x_39, x_40, x_41, x_42, x_43, x_44, x_45, x_46, x_47, x_48, x_49, x_50, x_51, x_52, x_53, x_54, x_55, x_56, x_57, x_58, x_59, x_60, x_61, x_62, x_63, x_64, x_65, x_66, x_67, x_68, x_69, x_70, x_71, x_72, x_73, x_74, x_75, x_76, x_77, x_78, x_79, x_80, x_81, x_82, x_83, x_84, x_85, x_86, x_87, x_88, x_89, x_90, x_91, x_92, x_93, x_94, x_95, C_ 1, C_ 2, C_ 3, C_ 4, C_ 5
-61.931998, -0.394603, -6.731266, -51.798217, 2.824207, 2.220211, 15.234214, -14.566420, 0.909479, -4.024171, -19.908316, -15.625435, -5.534800, -2.016635, -1.518171, 9.923668, -6.245403, 52.063517, -1.337165, 7.992258, 1.764433, -10.699832, 10.147714, -2.302310, -5.729906, 4.696490, -8.279901, 9.471814, -9.034591, -5.529697, -9.142591, 4.660265, 9.485365, 9.594030, 19.470088, -14.088328, -4.675658, 2.254142, -1.304749, 1.421645, -1.641975, 23.914538, 3.428401, 15.036951, 2.152328, 12.098682, -6.031608, 0.253365, 11.390273, -13.711629, -5.708093, -9.105990, 14.523835, -9.863728, -3.072237, 18.584982, 3.839983, -0.945150, 1.937946, 11.733872, -11.458413, -16.759619, 14.594163, -3.361583, -5.470907, -1.617760, -1.214867, -14.363095, 1.893264, -9.743271, -15.776873, -4.190458, -5.418292, 4.092427, -7.791577, 14.655528, 13.387847, -15.092402, -7.110720, 9.906463, -21.342148, -3.153598, -1.229309, -0.190115, 20.408864, 4.781817, -2.863071, -1.033421, 4.644519, -3.345048, -13.866669, 6.843723, 14.972650, -11.852350, 0.645627, 4.683164, G, I, I, H, H
39.626350, 5.175613, -10.082273, -54.862849, -1.188447, 2.966816, 13.260057, -17.488603, 0.831529, -5.930150, -13.424034, -18.658266, -5.017776, -3.259679, -2.533733, 8.154848, -9.058492, 55.466888, -1.086185, 2.844078, -4.959467, -12.736947, 3.513410, -2.205124, -8.398851, 2.308195, -7.861859, 3.686934, -10.837787, -4.534455, -12.346906, 1.275192, 5.240533, 7.132660, 18.691051, -18.863541, -4.736878, -0.219708, -2.519990, -8.067050, -3.217125, 25.268099, 5.003042, 13.963453, -5.997646, 15.695753, -1.973334, -0.489530, 7.822764, -14.290770, -13.825240, -6.716970, 7.659820, -13.227313, -7.794938, 17.940260, -0.974690, -7.756602, -0.540656, 9.891568, -6.768376, -17.681604, 13.225289, -10.056321, -3.284140, -4.668303, 0.878274, -15.470070, 2.172060, -10.775522, -15.232406, -6.831880, -5.956617, -0.503356, -10.154722, 14.588493, 8.909126, -13.248504, -8.302097, 7.321978, -17.989423, -3.836699, -5.770921, -2.426068, 14.041808, 2.026948, -3.024692, 0.636304, 5.320259, -8.128473, -17.133893, 1.111941, 7.112335, -12.721863, -2.092729, 0.932944, K, H, H, H, NaN
-123.823697, 8.546431, -5.461192, -48.459208, 0.427843, 7.380434, 17.044300, -13.794551, 8.004659, -1.850094, -15.092469, -13.089212, -2.658030, 1.937271, -0.116052, 15.783270, -7.457576, 55.296088, 5.664475, 1.567359, 1.378344, -10.525309, 4.119565, 1.987577, 0.146896, 5.074191, -0.844339, 4.897720, -9.054577, -1.765505, -3.096672, 6.281218, 8.521010, 15.343103, 22.243832, -16.256262, -3.239237, 11.092660, 3.833188, -3.466455, -5.404159, 30.187142, 13.035615, 19.141611, 3.971262, 18.059634, -3.150442, -1.472595, 16.997836, -8.279003, -9.849529, -0.731942, 13.448353, -14.654109, -3.536863, 17.772787, 2.314270, -3.783264, 2.155505, 12.906916, -5.358479, -16.115032, 17.696275, -2.450048, -1.027580, -4.904262, -3.740222, -7.529393, 6.835389, -13.182604, -16.466750, -0.199205, -2.329676, 8.722919, -1.820484, 13.544993, 16.443421, -10.289721, 0.187542, 9.967428, -13.173217, -5.867647, 1.718538, 5.938955, 20.748182, 10.944607, 3.752043, -1.100202, 5.115094, -2.284068, -14.699836, 1.308792, 13.970931, -7.564811, 3.080839, 3.282068, K, I, H, K, NaN
-44.757619, 6.711565, -4.041734, -48.645740, -2.029525, 5.494847, 12.412363, -13.907869, 2.619148, 0.660488, -18.388942, -14.112445, -5.269423, -2.408820, 1.010991, 6.468268, -8.548588, 58.295862, -2.300782, 4.362991, 3.048092, -9.239167, 3.792290, -3.599325, -3.959073, 5.070951, -1.168646, 5.424491, -12.752384, -2.169381, -5.038646, 2.643898, 2.405557, 10.413640, 20.017289, -14.393829, -3.288295, 6.634859, -1.342726, -4.886447, -1.638988, 24.931456, 7.698113, 17.504161, 0.296984, 18.103033, -7.401105, 0.876649, 14.622389, -15.309625, -11.974750, -4.235407, 10.237449, -14.230241, -5.075197, 21.712448, 1.925393, -0.686560, -0.093947, 5.975598, -5.571172, -14.691324, 17.274524, -1.912466, -3.965638, -9.019458, -2.792378, -16.098074, 3.417789, -12.268209, -19.281155, -2.756785, -5.704510, 1.976994, -9.228033, 9.807741, 13.577989, -14.113130, -3.530760, 7.472676, -15.622135, -5.598265, 1.394061, 1.166963, 17.780705, 5.915528, -2.561357, -7.484525, 6.500453, 0.076425, -11.463071, 7.232622, 15.875706, -11.950148, 3.503907, 3.181396, K, H, H, H, H
7.658554, 4.821991, -10.661945, -51.739231, -2.058406, 2.987702, 13.622071, -15.746520, 3.604386, -2.916874, -22.075877, -17.111156, -2.769770, -3.782548, -6.243330, 8.978675, -5.645977, 53.209679, -2.083513, -1.559817, 0.035969, -12.239016, 7.878111, -0.510406, -1.185534, 4.760778, -8.411893, 3.413019, -10.092980, -1.495576, -8.730006, 8.689834, 3.692327, 6.655173, 21.821509, -19.680185, -3.569426, 4.764202, -6.232292, -3.989416, -2.903934, 25.552091, 3.003727, 19.637787, -2.148696, 16.417725, -7.329363, -2.289818, 8.476997, -14.338556, -9.140462, -4.729058, 12.494660, -9.376095, -7.762247, 20.061232, -1.407301, -2.024529, -2.616516, 6.389527, -8.875003, -17.464763, 16.125714, -5.107443, -7.486822, -1.112489, -1.210385, -10.721466, 6.326848, -14.626681, -20.703715, -6.373072, -4.240741, 3.327801, -9.841565, 13.274866, 12.766078, -13.056994, -6.249089, 8.404149, -15.948236, -10.781881, -3.916639, 0.505099, 11.241944, 2.809805, -2.774779, -3.430615, 4.145445, -7.406855, -12.922720, 6.143969, 10.271487, -14.148616, -4.041582, 3.878622, K, H, G, I, G
19.433365, 4.909468, -6.963013, -50.050838, 4.768412, 4.936802, 14.456754, -16.279261, 2.278383, 2.131514, -16.594258, -15.006204, -1.728854, -4.038023, 1.177551, 10.666204, -6.492304, 58.089658, 4.814941, 2.525934, 0.564030, -5.960214, 8.134690, -3.837085, -1.440381, 5.611800, 0.109546, 6.675832, -4.744654, -0.669457, -7.883131, 11.267085, 2.962963, 13.191119, 20.817026, -18.970776, -3.908990, 4.956885, -1.432068, -3.438887, 5.015722, 27.492858, 4.547328, 23.004966, -4.791323, 16.547749, 6.371263, 0.615718, 11.974699, -11.352390, -8.178898, -0.571620, 9.232891, -8.328495, -5.549172, 19.449060, 4.051244, 1.609169, 0.072552, 6.082113, -6.359800, -13.486634, 17.693418, -2.251095, -0.610006, 1.852362, 1.390627, -12.977640, 9.837676, -13.051399, -14.763402, 2.147976, -4.872737, 5.382031, -5.953950, 13.897092, 17.372728, -6.133844, -3.157096, 8.226478, -11.563209, 0.638001, -4.477882, 0.009683, 19.122229, 4.928970, -0.620444, 2.981810, 9.023947, -5.942941, -17.137188, 7.559386, 14.912274, -13.179444, 5.938398, 1.923161, NaN, NaN, K, G, K
-48.694117, 3.590163, -8.450610, -51.053479, -3.683259, 4.678002, 15.703990, -18.019228, 0.258285, -6.943721, -17.786198, -17.480350, -4.617185, -4.427473, 0.266319, 5.942425, -7.133650, 56.823927, -1.553211, 5.811529, 0.174026, -10.824407, 6.635769, -2.338346, -6.780766, 2.413097, -4.425441, 1.582585, -12.116624, -4.924843, -9.289120, 7.208425, 7.917012, 10.062309, 20.513993, -16.592403, -5.227351, 3.590656, -0.639762, -5.015847, -3.912907, 28.160136, 5.524741, 18.122839, 0.877942, 16.794315, -4.918016, -5.060886, 10.565382, -12.803622, -9.399351, -8.348061, 16.345596, -12.962293, -3.691314, 18.971315, 0.633500, -3.081513, 0.174990, 11.903918, -4.655371, -20.452309, 16.998058, -7.891649, 2.548216, -7.235348, 0.099073, -12.554310, 5.254334, -10.057708, -12.698789, -8.373084, -4.276249, 2.734807, -5.808913, 15.078175, 13.399650, -10.843860, -4.769857, 12.460883, -13.424062, -6.567833, -4.882449, -1.035776, 14.737621, 6.367921, 0.592408, -5.423618, 5.518099, -7.501870, -9.990697, 1.265577, 10.296024, -10.247510, 1.735361, 2.978672, NaN, NaN, J, NaN, H
-159.931321, 6.367484, -10.877280, -49.605255, 1.546827, 12.073128, 12.283319, -12.447539, 3.857585, -4.264836, -18.335820, -9.550041, 1.521326, 2.431516, 0.378562, 6.724028, -6.516083, 58.786936, -0.358829, 2.726920, 0.942615, -5.410098, 7.416393, -1.062206, -3.337875, 10.982153, -1.647635, 5.172223, -5.437438, -1.786814, -6.607215, 9.736917, 9.970567, 7.945187, 18.582946, -12.039869, -2.498425, 8.794047, 3.695845, -0.905803, -2.361248, 27.373504, 12.062584, 15.240237, -2.182394, 16.241912, -2.370478, -2.178900, 14.964228, -10.602957, -3.255435, -7.174521, 16.533147, -8.099440, -1.860175, 23.640080, 4.607725, -4.328158, 2.564800, 8.495985, -0.589356, -13.815395, 24.143213, -7.027085, 4.793804, -1.404388, 1.215608, -15.194929, 7.967668, -4.146297, -9.694420, -0.365163, 0.324006, 2.513750, -8.360915, 15.563296, 10.640028, -7.354620, -5.097617, 6.005749, -13.433191, -2.383849, 1.303441, 0.226220, 13.070149, 6.686513, -3.829931, 1.577801, 7.976721, -3.010575, -8.589751, 2.840443, 12.195701, -11.047046, 1.742120, 5.498860, H, H, H, I, H
-118.667120, 5.309962, -6.622424, -46.182988, 3.434094, 4.930383, 12.860686, -16.045437, 1.150184, -5.202503, -16.189932, -14.880934, -2.989396, -2.338156, 1.420008, 6.661930, -8.648087, 55.393207, 4.018319, 4.809106, 1.765546, -8.751597, 5.033865, -1.380038, -7.595626, 3.120291, -3.091653, 5.738329, -8.396350, -5.491217, -1.695677, 5.861357, 7.304836, 12.677939, 18.942884, -19.058803, -7.230464, 6.285311, 0.496324, -2.483348, -4.557356, 25.087347, 8.505519, 14.194089, -3.914965, 17.188863, 0.248559, -3.033276, 11.504132, -12.960235, -3.332214, -7.397323, 16.487583, -10.719818, -3.075938, 13.932748, 0.575422, -1.970893, 3.969971, 5.165914, -12.203023, -17.161166, 18.707513, -4.804504, 0.275460, -1.698525, 2.815867, -11.256720, 5.676125, -11.650203, -12.731262, -3.123202, -4.776402, 4.286398, -11.158819, 12.322734, 13.806419, -7.016273, -6.273327, 7.088366, -14.260022, -3.195651, -1.626046, -1.360014, 20.783625, 6.909221, -1.446299, 0.009989, -0.255524, -3.430711, -15.858162, 4.470764, 14.251651, -13.997688, 4.663557, 1.234410, K, H, NaN, G, J
4.013784, 4.070885, -7.561910, -48.442547, 4.509144, 0.564342, 15.838992, -15.789484, 1.522708, -2.425788, -15.119579, -13.516714, -9.295183, 0.219603, 2.823241, 9.615525, -13.928972, 59.906455, 1.908402, 6.731851, 1.795275, -9.270640, 4.241514, 0.671652, -6.755201, 4.685114, -0.404668, 5.285009, -5.153819, -2.735446, -6.309624, 4.278056, 4.721503, 12.620137, 22.864087, -14.246012, -1.042611, 2.934875, 2.940000, -2.500915, -2.333535, 27.849810, 2.169301, 22.534620, -1.180014, 15.588948, -0.357727, -2.724815, 9.202159, -16.240200, -11.095243, -6.507128, 11.606118, -14.284666, -3.704343, 21.727908, 5.840952, 0.980978, 3.389705, 10.789867, -3.520379, -11.627198, 20.481960, -3.120789, -0.820096, -5.383956, 0.914731, -14.164392, 6.645412, -13.395389, -15.822360, -5.608745, -6.952443, 1.853256, -4.462108, 14.532887, 15.712770, -12.533061, -4.292643, 9.471390, -17.389583, -3.020933, -0.968957, -0.227188, 19.415467, 1.446614, 0.459103, -5.882780, 5.900129, -4.482687, -13.099339, 3.478319, 14.383525, -11.422206, 6.196904, 0.500992, K, I, NaN, K, G
-107.090968, 9.466044, -7.178892, -46.401341, 2.075148, 6.292109, 12.171704, -17.472021, 5.423624, -4.867729, -13.695799, -11.930656, 3.217643, 0.984966, 0.161040, 12.372385, -6.331564, 58.243630, 1.956899, 3.153689, 1.043093, -8.125447, 5.897739, 3.132306, -2.523503, 6.683931, -0.990140, 3.926415, -8.042369, -5.647399, -2.574331, 5.884584, 6.972279, 10.996032, 21.027890, -18.732924, -5.807945, 11.674150, 2.932743, -3.559290, -4.131648, 30.533209, 10.542053, 14.625997, -0.211838, 17.829545, -0.886692, -1.384861, 15.372910, -11.039061, -6.986908, -5.564267, 17.189742, -14.173715, -6.480656, 19.472765, 0.845204, -4.301536, 0.315342, 10.589620, -7.064517, -13.207936, 20.681075, -7.424293, 0.834493, -6.621818, -0.040939, -13.809326, 8.836297, -8.790348, -12.552787, -4.551847, -0.525785, 3.545632, -6.592486, 17.782394, 11.359050, -7.555228, -9.242588, 7.026313, -16.193025, -3.221354, 4.468296, -2.393314, 16.409390, 7.233114, -2.477676, -3.339756, 6.759470, 0.104667, -13.180558, 3.556126, 10.972771, -13.988599, -1.142614, 4.126783, G, H, H, G, K
-3.038322, 10.966829, -4.661384, -49.998728, 5.443659, 9.703226, 21.203156, -9.359109, 6.970181, -1.431162, -13.275463, -15.747499, -0.716285, -0.564267, 1.161235, 10.466099, -5.944617, 58.323615, 2.106847, 6.659553, -0.813340, -10.630954, 7.584448, -3.746834, -1.008744, 4.297153, -3.127385, 8.901215, -6.383240, 1.616812, -7.523999, 8.626708, 8.480329, 11.200234, 23.637340, -17.630124, -2.843682, 6.856333, -0.641235, -2.724621, 0.981014, 32.353907, 7.064083, 19.461654, -0.281723, 19.835743, 0.110394, 0.203825, 13.076458, -7.370931, -7.156460, -0.130079, 11.894183, -6.368510, -2.661193, 20.263867, 2.634390, 0.517546, 3.764795, 10.310363, -8.310848, -16.989910, 18.376417, -3.964993, 2.021779, 5.427269, 4.144411, -9.303543, 6.104502, -5.672171, -16.632918, 2.914268, -5.900006, 6.271948, -8.078849, 16.703140, 18.334620, -7.574762, -0.521940, 8.433246, -9.645663, -5.146082, -2.093178, 5.606077, 17.568170, 11.198472, 0.734790, 1.503282, 4.871899, -5.480388, -16.239869, 4.478015, 14.391333, -10.887597, 3.105719, 3.163893, K, I, G, NaN, G
