x_ 1, x_ 2, x_ 3, x_ 4, x_ 5, x_ 6, x_ 7, x_ 8, x_ 9, x_10, x_11, x_12, x_13, x_14, x_15, x_16, x_17, x_18, x_19, x_20, x_21, x_22, x_23, x_24, x_25, x_26, x_27, x_28, x_29, x_30, x_31, x_32, x_33, x_34, x_35, x_36, x_37, x_38, x_39, x_40, x_41, x_42, x_43, x_44, x_45, x_46, x_47, x_48, x_49, x_50, x_51, x_52, x_53, x_54, x_55, x_56, x_57, x_58, x_59, x_60, x_61, x_62, x_63, x_64, x_65, x_66, x_67, x_68, x_69, x_70, x_71, x_72, x_73, x_74, x_75, x_76, x_77, x_78, x_79, x_80, x_81, x_82, x_83, x_84, x_85, x_86, x_87, x_88, x_89, x_90, x_91, x_92, x_93, x_94, x_95, C_ 1, C_ 2, C_ 3, C_ 4, C_ 5
9.260482, -0.166680, -44.093279, 3.244575, 5.389675, 15.330068, -12.671243, 4.219676, 1.714555, -13.705559, -8.089557, 1.801100, 0.193772, 4.802974, 10.630228, -4.636837, 58.656237, 7.194604, 7.614446, 5.046961, -6.121235, 5.886543, 1.145206, -2.742508, 6.881587, 0.466519, 12.343837, -3.829889, 1.749422, 0.598159, 6.172983, 7.132534, 14.037448, 22.796519, -11.912646, -0.568233, 6.244799, 1.899449, -1.203590, -1.385442, 31.747693, 12.073779, 21.482091, 0.107647, 19.316912, 1.082488, 2.220782, 12.632004, -7.475619, -5.644331, -0.471543, 15.480810, -12.031732, 0.870609, 18.035129, 6.994225, 0.208984, 4.918619, 11.107381, -5.812927, -14.800199, 20.360857, -2.845128, -3.856302, 2.436844, 1.033760, -5.129748, 5.822333, -9.526505, -14.577680, 2.961511, -1.352578, 11.882230, -7.378547, 13.077602, 17.012086, -8.604837, 0.889536, 9.952095, -13.732389, 0.135069, 5.299276, 3.579834, 22.032276, 8.434051, 1.675923, 1.285588, 6.938547, 2.053848, -9.036614, 6.562613, 17.398446, -7.033991, 5.582731, 3.230997, H, I, H, NaN, G
7.596072, -7.438087, -51.237904, 1.847698, 1.569891, 18.551660, -13.271804, 4.888355, -1.744205, -15.887707, -14.572539, -0.255669, 3.120698, -3.275500, 12.592712, -8.169528, 59.656195, 2.203510, 3.967261, -0.829550, -10.015281, 7.240974, 0.563533, -3.497447, 3.048249, -1.675897, 6.093532, -4.372142, -3.000381, -2.878696, 7.783030, 13.414627, 14.176304, 22.353755, -14.319871, -2.062385, 7.173487, -2.286622, -1.275631, -5.213172, 30.465333, 5.998155, 18.594083, -1.028636, 15.418321, -4.075148, 0.836405, 14.994986, -7.798807, -7.884877, -3.378956, 15.275882, -11.949525, -6.033323, 16.797787, 0.115337, -0.342469, 3.385942, 12.055024, -8.868611, -15.947033, 21.521874, -6.299325, -1.317798, -0.460350, 2.261244, -7.999582, 7.255357, -9.872547, -17.573402, -3.004271, -5.479193, 5.774485, -8.390314, 15.900500, 16.823990, -12.148362, 0.879262, 10.234443, -16.058387, -5.862281, -2.783013, 2.256978, 20.672161, 9.138068, -2.345660, -5.410763, 1.739245, -7.721194, -8.965245, 5.116746, 12.703549, -13.361153, 2.189807, 6.691552, NaN, I, H, G, H
7.720775, -4.278373, -49.962390, 8.235226, 4.759951, 18.007294, -14.627973, 2.667533, 1.319792, -10.640204, -8.983626, 2.633461, -1.243502, -0.048880, 9.604616, -9.170420, 57.950241, 6.233912, 2.196112, -1.048991, -7.703525, 3.143234, -1.028923, -1.857707, 6.527234, 0.161274, 7.021554, -0.726145, -2.483650, 1.220484, 9.411400, 9.421086, 12.770494, 22.231399, -14.004749, -4.484240, 7.637317, 0.597842, -2.452841, -0.334683, 30.482866, 10.046106, 20.505500, -5.554738, 21.962842, 3.059421, 0.665076, 14.421631, -7.769287, -3.110035, -4.857662, 16.383423, -8.404752, -1.859383, 20.421424, 3.871472, 0.650541, 2.543722, 9.065756, -4.366030, -15.296994, 23.039392, -1.331994, -0.856043, 4.562345, 2.120848, -5.874173, 6.411830, -11.911551, -11.758748, -0.508505, -0.696243, 7.656800, -8.831759, 15.539551, 17.359883, -5.050751, -2.265138, 11.687114, -10.968004, -1.764035, -0.957002, 1.033749, 21.644366, 8.281660, -2.017957, 0.675206, 6.301782, -2.640986, -12.455149, 2.877428, 14.063504, -8.187901, 8.040069, 5.042945, J, I, G, K, J
7.902531, -8.000203, -58.437402, 3.121876, -0.757619, 13.582548, -18.681562, -1.212728, 0.877538, -14.578770, -15.740604, -2.524146, -4.618171, -7.594341, 9.266868, -11.529055, 54.574392, 1.244287, 4.590487, -4.160401, -11.245754, 3.929472, 0.119209, -9.387459, 4.173818, -5.081728, 1.464998, -9.251973, -1.342447, -5.989094, 7.638912, 5.427222, 12.467163, 22.949877, -17.840584, -9.032512, 2.447870, -0.318666, -10.867397, -2.628083, 27.367896, 4.485222, 14.247684, -0.281388, 17.283133, -0.046246, -3.984443, 8.536269, -17.643096, -5.425225, -7.824480, 13.147141, -13.713541, -7.174346, 18.615146, 1.995703, -6.626806, 0.237834, 11.206017, -4.427611, -14.708267, 20.622329, -4.933244, -2.487421, -7.628726, 3.995221, -10.239879, 7.065456, -10.533131, -9.781973, -10.967898, -7.027626, 4.994501, -14.156772, 15.386633, 11.732223, -6.046130, -5.571625, 9.630648, -14.774352, -7.088607, -5.691362, 0.640472, 17.856338, 1.783045, -1.804915, -3.321757, 0.460980, -7.418312, -10.285182, -0.225496, 5.846819, -12.228157, -4.122020, -0.620747, J, H, H, H, I
7.196616, -4.155439, -50.744695, 3.783465, 2.612012, 16.968691, -13.655234, 1.555953, -1.091753, -14.186519, -16.190309, -3.668481, -7.076338, -2.554449, 10.881103, -10.755392, 58.676853, -0.547076, 7.453214, 1.379077, -7.214047, 4.627333, -3.515484, -4.669823, 5.338921, -4.137412, 7.997462, -7.888855, -2.719021, -5.810965, 4.058709, 6.897028, 6.984635, 19.528481, -14.212328, -8.788565, 3.808901, -2.619036, -4.093607, -3.246164, 24.616145, 1.560113, 15.562585, -1.242824, 14.460963, -4.026070, -2.766477, 10.940681, -17.287996, -9.885785, -7.663507, 5.611995, -14.011551, -1.502315, 18.902887, 1.903958, -3.904634, -0.263539, 9.216670, -0.775013, -18.216535, 18.084988, -4.493268, 2.891032, -9.465289, 3.319388, -19.396691, 4.018886, -10.134837, -10.278398, -4.902035, -3.167984, -2.263099, -9.837067, 11.792914, 9.460842, -11.586251, -7.153900, 6.214903, -18.692839, -3.829193, -0.677093, -3.112820, 18.833921, 4.123499, -1.324923, -5.909769, 5.892536, -5.101013, -17.840291, -2.380316, 12.015254, -11.629549, 2.246949, -3.931333, NaN, I, G, J, I
5.221318, -6.288836, -52.492299, 2.260662, 0.671594, 16.103881, -12.866712, -0.525836, -0.779081, -20.786443, -11.582687, -1.149863, -2.926154, 0.062934, 9.273661, -7.353257, 59.390364, -1.284306, 5.242841, -1.695550, -6.013257, 10.458172, -3.350732, 1.447714, 3.078882, 1.809388, 6.024348, -9.004547, -3.914011, -7.302190, 5.224907, 8.580848, 10.185174, 21.747710, -11.742052, -4.189551, 8.445062, -4.990278, -3.796519, 0.036170, 23.472206, 3.679969, 15.005244, -2.477033, 15.189609, -7.500657, -1.615648, 13.700599, -10.843407, -6.341224, -6.796579, 13.038918, -13.816199, -7.230463, 19.273963, -2.050702, 1.524287, 0.648212, 8.355076, -5.543082, -12.980429, 16.719509, -0.409283, -2.491349, -3.131411, 1.218016, -15.459228, 4.247295, -12.688946, -15.454353, -7.504230, -7.934751, 4.614317, -5.099844, 12.618411, 19.428545, -14.184030, -2.948875, 8.167268, -13.981850, -6.852025, -1.719583, 0.868898, 16.386584, 8.439391, -1.873226, -7.359032, 4.017283, -6.504042, -9.570724, 7.254067, 18.193533, -17.501930, 3.890516, 6.103333, G, NaN, I, K, NaN
3.410112, -3.667895, -49.499213, -0.185999, 1.065402, 9.878493, -16.728560, -0.938144, -2.458956, -18.095156, -12.667100, -3.671092, -2.595612, 4.526144, 9.433101, -8.107681, 58.813216, 0.346976, 8.257882, 1.244609, -6.331986, 3.368153, -3.427092, -3.623337, 3.982309, -5.078470, 9.709184, -5.943856, -5.145383, -8.486256, 2.428379, 6.761181, 6.588361, 20.698722, -13.276008, -5.693842, 5.792136, -3.760435, -3.671423, 2.828541, 27.580471, 5.396950, 17.894759, -6.404312, 12.513612, 0.582990, -2.777306, 8.066390, -13.443422, -10.234965, -7.841941, 11.385093, -12.177252, -2.347459, 20.284606, 7.484787, -0.604247, 2.307101, 11.140855, -0.661747, -18.720690, 18.947656, -7.086675, -0.796435, 0.510842, 1.476051, -18.265998, 5.207593, -10.317883, -10.039363, -2.552618, -2.510124, 3.783320, -5.517141, 15.741869, 14.629244, -13.265705, -6.992995, 8.645489, -18.159856, 0.205441, -1.502107, -4.573070, 13.785436, 8.102170, -2.533207, 0.191581, 10.531112, -5.659849, -14.227815, 4.002592, 15.747665, -13.979822, 6.110443, 5.024204, NaN, H, G, G, J
8.915286, -7.076308, -55.310542, -0.789740, 0.568535, 15.502382, -22.584140, -2.369325, -6.494489, -20.947766, -14.790222, -3.297736, 0.532575, -7.156147, 7.441264, -10.935841, 54.791816, -2.923911, 0.923688, -0.453060, -10.159842, 7.017152, 0.377909, -7.406498, 7.450550, -3.104130, 3.113230, -12.143739, 1.136512, -12.503069, 3.097924, 6.819295, 9.639516, 17.877871, -15.480222, -7.911490, 3.522590, -9.149238, -7.022661, -7.308300, 22.158963, 7.158442, 11.634809, -4.635103, 11.769137, -10.350651, -4.954445, 5.358559, -13.471087, -6.459958, -2.035916, 6.843162, -12.191408, -7.202493, 18.735862, -1.764548, -5.579620, -1.756428, 5.867490, -9.915249, -20.767415, 12.155351, -9.324048, -4.479724, -4.383684, 4.008781, -18.401535, 3.197904, -12.692836, -18.332729, -8.578668, -9.501999, 4.935937, -10.046030, 14.493004, 14.613493, -11.281397, -13.741181, 6.601674, -16.123901, -8.285368, -9.094647, -3.239012, 13.106138, -1.361007, -0.610760, -0.369814, -1.203962, -17.712209, -14.509493, 1.375227, 2.552584, -17.180138, -2.822504, -2.416608, NaN, NaN, G, NaN, H
12.051642, -5.061945, -45.669470, 5.867339, 8.154857, 22.169340, -14.805261, 3.289008, 2.272222, -14.860290, -11.871734, 2.007246, -1.926797, 0.939164, 6.674405, -4.244251, 65.138573, 0.799664, 7.876050, 2.450042, -8.845116, 11.302814, 0.911617, -0.771960, 9.216378, -4.465740, 8.392311, 0.679268, -1.420385, -1.278427, 5.511199, 9.135210, 11.799909, 29.491886, -14.487307, -2.859497, 8.121561, 4.042051, -2.031070, -1.545160, 34.695484, 7.227461, 22.766431, 5.373786, 17.945416, -4.908561, -0.421782, 12.064512, -10.977304, -7.065849, -1.766513, 12.829244, -3.007709, -2.341778, 22.229642, 3.936790, 5.702360, 4.704984, 12.687500, -1.496988, -14.951628, 22.270853, -7.052542, 0.543356, -0.848864, 3.334297, -11.480439, 7.347086, -7.546731, -12.242556, 0.434404, -3.663866, 5.318295, -6.042581, 19.759940, 16.594781, -4.667590, -2.579027, 15.056736, -16.507836, -2.746014, -2.618912, -1.406296, 15.167999, 8.214616, 0.234757, -6.044061, 10.896827, 0.653170, -6.391080, 8.398143, 15.666986, -8.329342, 5.741882, 2.224262, H, NaN, H, H, G
3.604103, -10.854602, -53.578245, 2.802416, -1.328466, 14.241218, -15.803679, 0.815059, -5.169668, -16.872562, -13.750228, -5.163703, -2.917369, -3.258575, 6.831134, -11.906828, 56.178407, -0.803227, 5.743466, -8.267426, -14.158032, 1.528462, -5.728698, -5.292621, 2.824726, -6.642371, 7.543782, -7.950562, -8.043503, -9.075774, -0.261195, 6.042714, 6.074669, 24.962757, -15.406676, -8.105365, 1.160267, 1.204062, -6.633428, -4.418582, 24.464655, -1.071875, 13.472573, -4.259596, 9.060244, -4.146815, -5.589235, 6.437379, -12.988536, -10.737921, -11.540800, 9.739635, -13.466848, -9.059940, 13.798653, -1.333265, -6.524532, -0.211153, 12.851063, -6.628359, -16.548668, 17.385488, -6.390019, -3.105591, -2.178033, 0.980193, -15.789353, -1.950629, -11.746065, -16.078764, -6.964255, -10.331015, 3.327534, -6.849018, 10.027186, 16.293909, -13.012203, -4.081157, 5.073649, -23.273168, -10.093427, -7.747450, -0.207160, 17.267060, 4.601567, -0.565641, -6.909870, 0.679440, -7.246740, -15.436978, 4.019287, 16.285422, -13.994452, 2.959476, 2.422479, K, I, NaN, G, NaN
9.283809, -5.875008, -49.744785, 2.002676, 6.126481, 13.220098, -12.138616, 5.997967, 1.953182, -15.476033, -13.812426, 0.645625, -4.808269, 1.742791, 9.288672, -2.467390, 59.404574, 4.430609, 8.393519, -0.970451, -6.294080, 3.646851, 0.775061, -2.193240, 4.914139, -3.805998, 9.190149, -7.246005, -0.946716, -3.420896, 5.626888, 8.761702, 10.297180, 24.208604, -14.914704, -3.951539, 8.076102, 2.072966, -3.706960, 0.957410, 28.720281, 8.461182, 15.324758, 0.639387, 19.782833, -2.455562, 1.580979, 13.283837, -9.790801, -7.531478, -6.771323, 16.921376, -12.901669, -0.691924, 17.232634, 4.541966, 0.368901, 4.424724, 14.276152, -1.309445, -15.792565, 23.666464, -1.789235, 0.184453, -1.525740, 0.824271, -10.098793, 3.542073, -9.476665, -10.596837, -4.037923, -4.000999, 8.946907, -8.721728, 12.123723, 14.967703, -9.205669, 1.014900, 13.385890, -15.673063, -4.456034, 2.268051, 3.135383, 20.458108, 8.027343, 2.553898, -2.221314, 5.276603, 1.067942, -10.213888, 5.134452, 17.526311, -12.853605, 4.448620, 5.931692, H, H, G, H, J
9.962810, -5.149544, -45.308635, 3.995355, 5.782354, 15.278962, -11.187064, 4.935424, -0.147503, -15.021534, -11.602991, -2.875589, -0.274274, 0.705885, 9.138589, -6.772439, 58.694307, 6.185219, 9.605234, 4.748279, -6.145684, 6.925562, 1.473542, -4.720224, 5.929660, 0.883074, 7.408686, -6.091311, -1.246341, -2.075103, 9.210050, 8.046952, 12.113972, 24.292099, -13.191810, -2.884732, 11.061603, 6.127766, -5.250252, -2.704845, 27.023061, 7.580482, 18.054631, -1.187298, 16.448198, 1.502517, 1.824310, 13.756467, -16.868073, -10.862414, -2.929253, 11.537455, -13.308851, -0.407043, 20.392363, 6.477212, -2.902418, 6.584398, 6.750198, 1.361313, -14.136384, 21.661605, -2.252759, 4.244603, -7.540241, -0.157892, -12.245858, 10.923261, -9.533119, -11.316057, -0.878421, -1.834717, 4.224313, -8.758938, 15.072915, 14.229237, -7.384946, 0.536265, 6.166935, -11.660810, -2.564672, 1.661664, 1.565225, 17.219809, 9.240025, -1.162408, -3.197575, 6.515573, -1.327249, -13.239758, 1.857003, 15.708433, -10.463714, 3.017359, 1.099333, G, I, G, G, I
